"scientificName","status","rank","Kingdom","Phylum","Class","Order","Family","Genus","PlantGenusSpecies","State","County","Latitude","Longitude","Site","Date","time","temp","hum","wind","FlowerNum","patch_size","Year","doy","Occ","logFlowerNum"
"Triteleia hyacinthina (Lindl.) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Triteleia","Triteleia hyacinthina","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-01,NA,NA,NA,NA,0,NA,"2021",152,0,0
"Triteleia hyacinthina (Lindl.) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Triteleia","Triteleia hyacinthina","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-01,NA,NA,NA,NA,0,NA,"2021",152,0,0
"Triteleia hyacinthina (Lindl.) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Triteleia","Triteleia hyacinthina","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-01,NA,NA,NA,NA,0,NA,"2021",152,0,0
"Triteleia hyacinthina (Lindl.) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Triteleia","Triteleia hyacinthina","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-01,NA,NA,NA,NA,0,NA,"2021",152,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-01,NA,NA,NA,NA,0,NA,"2021",152,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-01,NA,NA,NA,NA,0,NA,"2021",152,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-01,NA,NA,NA,NA,0,NA,"2021",152,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"9:35",NA,NA,NA,0,NA,"2021",153,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"9:35",NA,NA,NA,0,NA,"2021",153,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"9:35",NA,NA,NA,0,NA,"2021",153,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"9:35",NA,NA,NA,0,NA,"2021",153,0,0
"Downingia elegans (Douglas ex Lindl.) Torr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Downingia","Downingia elegans","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"9:48",NA,NA,NA,0,NA,"2021",153,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:00",NA,NA,NA,0,NA,"2021",153,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:00",NA,NA,NA,0,NA,"2021",153,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:00",NA,NA,NA,0,NA,"2021",153,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:00",NA,NA,NA,0,NA,"2021",153,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:00",NA,NA,NA,0,NA,"2021",153,0,0
"Castilleja tenuis (A.Heller) T.I.Chuang & Heckard","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja tenuis","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:16",NA,NA,NA,0,NA,"2021",153,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:29",NA,NA,NA,0,NA,"2021",153,0,0
"Eriophyllum lanatum (Pursh) Forbes","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum lanatum","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:38",NA,NA,NA,0,NA,"2021",153,0,0
"Eriophyllum lanatum (Pursh) Forbes","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum lanatum","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:38",NA,NA,NA,0,NA,"2021",153,0,0
"Eriophyllum lanatum (Pursh) Forbes","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum lanatum","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:38",NA,NA,NA,0,NA,"2021",153,0,0
"Hypochaeris radicata L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"10:51",NA,NA,NA,0,NA,"2021",153,0,0
"Linum bienne Mill.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum bienne","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-02,"11:35",NA,NA,NA,0,NA,"2021",153,0,0
"Vicia tetrasperma (L.) Schreb.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Vicia tetrasperma","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:18",NA,NA,NA,0,NA,"2021",153,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"13:01",NA,NA,NA,0,NA,"2021",153,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:29",NA,NA,NA,0,NA,"2021",153,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:45",NA,NA,NA,0,NA,"2021",153,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:45",NA,NA,NA,0,NA,"2021",153,0,0
"Parentucellia viscosa (L.) Caruel","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Bellardia","Bellardia viscosa","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"13:07",NA,NA,NA,0,NA,"2021",153,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:40",NA,NA,NA,0,NA,"2021",153,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:40",NA,NA,NA,0,NA,"2021",153,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:40",NA,NA,NA,0,NA,"2021",153,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:40",NA,NA,NA,0,NA,"2021",153,0,0
"Wyethia angustifolia (DC.) Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Wyethia","Wyethia angustifolia","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:52",NA,NA,NA,0,NA,"2021",153,0,0
"Wyethia angustifolia (DC.) Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Wyethia","Wyethia angustifolia","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:52",NA,NA,NA,0,NA,"2021",153,0,0
"Wyethia angustifolia (DC.) Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Wyethia","Wyethia angustifolia","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:52",NA,NA,NA,0,NA,"2021",153,0,0
"Wyethia angustifolia (DC.) Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Wyethia","Wyethia angustifolia","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:52",NA,NA,NA,0,NA,"2021",153,0,0
"Wyethia angustifolia (DC.) Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Wyethia","Wyethia angustifolia","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"12:52",NA,NA,NA,0,NA,"2021",153,0,0
"Eriophyllum lanatum (Pursh) Forbes","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum lanatum","OR","Lane",44.061223,-123.211069,"Green Hill",2021-06-02,"13:10",NA,NA,NA,0,NA,"2021",153,0,0
"Prunella vulgaris L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella","Prunella vulgaris","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:49",0,0,0,0,NA,"2021",168,0,0
"Prunella vulgaris L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella","Prunella vulgaris","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:49",0,0,0,0,NA,"2021",168,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:10",0,0,0,0,NA,"2021",168,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:10",0,0,0,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:28",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:28",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:28",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:28",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:28",NA,NA,NA,0,NA,"2021",168,0,0
"Hypochaeris radicata L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Hypochaeris radicata L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Hypochaeris radicata L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Hypochaeris radicata L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Hypochaeris radicata L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Hypochaeris radicata L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Horkelia congesta Douglas ex Hook.","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla congesta","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:29",NA,NA,NA,0,NA,"2021",168,0,0
"Parentucellia viscosa (L.) Caruel","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Bellardia","Bellardia viscosa","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:57",NA,NA,NA,0,NA,"2021",168,0,0
"Triteleia hyacinthina (Lindl.) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Triteleia","Triteleia hyacinthina","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:29",NA,NA,NA,0,NA,"2021",168,0,0
"Eriophyllum lanatum (Pursh) Forbes","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum lanatum","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"11:16",NA,NA,NA,0,NA,"2021",168,0,0
"Eriophyllum lanatum (Pursh) Forbes","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum lanatum","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"11:16",NA,NA,NA,0,NA,"2021",168,0,0
"Eriophyllum lanatum (Pursh) Forbes","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum lanatum","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"11:16",NA,NA,NA,0,NA,"2021",168,0,0
"Leontodon taraxacoides Lacaita, 1918","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leontodon","Leontodon taraxacoides","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:09",NA,NA,NA,0,NA,"2021",168,0,0
"Leontodon taraxacoides Lacaita, 1918","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leontodon","Leontodon taraxacoides","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:09",NA,NA,NA,0,NA,"2021",168,0,0
"Leontodon taraxacoides Lacaita, 1918","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leontodon","Leontodon taraxacoides","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:09",NA,NA,NA,0,NA,"2021",168,0,0
"Leontodon taraxacoides Lacaita, 1918","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leontodon","Leontodon taraxacoides","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:09",NA,NA,NA,0,NA,"2021",168,0,0
"Leontodon taraxacoides Lacaita, 1918","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leontodon","Leontodon taraxacoides","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:09",NA,NA,NA,0,NA,"2021",168,0,0
"Leontodon taraxacoides Lacaita, 1918","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leontodon","Leontodon taraxacoides","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:09",NA,NA,NA,0,NA,"2021",168,0,0
"Downingia elegans (Douglas ex Lindl.) Torr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Downingia","Downingia elegans","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"11:26",NA,NA,NA,0,NA,"2021",168,0,0
"Allium amplectens Torr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium amplectens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:38",NA,NA,NA,0,NA,"2021",168,0,0
"Allium amplectens Torr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium amplectens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:38",NA,NA,NA,0,NA,"2021",168,0,0
"Brodiaea coronaria (Salisb.) Jeps.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Brodiaea","Brodiaea coronaria","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:54",NA,NA,NA,0,NA,"2021",168,0,0
"Centaurium erythraea Rafn","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","Centaurium erythraea","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"11:06",NA,NA,NA,0,NA,"2021",168,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"10:21",NA,NA,NA,0,NA,"2021",168,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-17,"9:39",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:48",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:48",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:48",NA,NA,NA,0,NA,"2021",168,0,0
"Potentilla gracilis Douglas ex Hook.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla gracilis","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:48",NA,NA,NA,0,NA,"2021",168,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"13:14",NA,NA,NA,0,NA,"2021",168,0,0
"Plagiobothrys figuratus (Piper) I.M.Johnst.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys","Plagiobothrys figuratus","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"13:14",NA,NA,NA,0,NA,"2021",168,0,0
"Centaurium erythraea Rafn","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","Centaurium erythraea","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:38",NA,NA,NA,0,NA,"2021",168,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:06",NA,NA,NA,0,NA,"2021",168,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:06",NA,NA,NA,0,NA,"2021",168,0,0
"Leucanthemum vulgare Lam.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:06",NA,NA,NA,0,NA,"2021",168,0,0
"Prunella vulgaris L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella","Prunella vulgaris","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:32",NA,NA,NA,0,NA,"2021",168,0,0
"Parentucellia viscosa (L.) Caruel","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Bellardia","Bellardia viscosa","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:18",NA,NA,NA,0,NA,"2021",168,0,0
"Allium amplectens Torr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium amplectens","OR","Lane",44.056149,-123.191742,"Oxbow West",2021-06-17,"12:21",NA,NA,NA,0,NA,"2021",168,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-16,"14:51",76,40,13,0,NA,"2021",167,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-16,"14:51",76,40,13,0,NA,"2021",167,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-16,"14:51",76,40,13,0,NA,"2021",167,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-16,"14:51",76,40,13,0,NA,"2021",167,0,0
"Erigeron decumbens Nutt.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron decumbens","OR","Lane",44.055547,-123.252071,"Fisher Butte",2021-06-16,"14:51",76,40,13,0,NA,"2021",167,0,0
