Site,Date,State,County,PlantKingdom,PlantPhylum,PlantClass,PlantOrder,PlantFamily,PlantGenus,PlantGenusSpecies,Order,MiscGroup,Family,SubFamily,Tribe,Genus,Species,SubSpecies
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,Eriophyllum lanatum,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,Eriophyllum lanatum,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,Eriophyllum lanatum,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,Eriophyllum lanatum,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,Eriophyllum lanatum,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla congesta,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS2,Hylaeus MS2
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron decumbens,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla gracilis,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,occidentalis,Toxomerus occidentalis
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla gracilis,Diptera,,,,,,MS21.04,Diptera MS21.04
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,Hypochaeris radicata,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,Hypochaeris radicata,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,ligatus,Halictus ligatus
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,Diptera,,Syrphidae,Syrphinae,Paragini,Paragus,,Paragus (Paragus)
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Megachilini,Megachile,perihirta,Megachile perihirta
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Centaurium,Centaurium erythraea,No Specimens Collected,,,,,,,No Specimens Collected
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys,Plagiobothrys figuratus,No Specimens Collected,,,,,,,No Specimens Collected
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bellardia,Bellardia viscosa,No Specimens Collected,,,,,,,No Specimens Collected
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Brodiaea,Brodiaea coronaria,No Specimens Collected,,,,,,,No Specimens Collected
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Downingia,Downingia elegans,No Specimens Collected,,,,,,,No Specimens Collected
Fisher Butte,17-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Hymenoptera,,Vespidae,Eumeninae,,Stenodynerus,MS1,Stenodynerus  MS1
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,ligatus,Halictus ligatus
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis setosa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Centaurium,Centaurium erythraea,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,sisymbrii,Lasioglossum sisymbrii
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Diptera,,Syrphidae,Syrphinae,Syrphini,Sphaerophoria,sulphuripes,Sphaerophoria sulphuripes
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,Clarkia purpurea,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,farinosus,Halictus farinosus
Finley Wildlife Refuge,29-Jun-21,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,No Specimens Collected,,,,,,,No Specimens Collected
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha pulegium,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha pulegium,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha pulegium,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha pulegium,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Centaurium,Centaurium erythraea,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Evylaeus)
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron decumbens,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla gracilis,Coleoptera,,Coccinellidae,Coccinellinae,,Hippodamia,convergens,Hippodamia convergens
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,Spiraea douglasii,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS2,Hylaeus MS2
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,Spiraea douglasii,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS2,Hylaeus MS2
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,californicus,Bombus californicus
Fisher Butte,29-Jun-21,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla congesta,No Specimens Collected,,,,,,,No Specimens Collected
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis capillaris,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis capillaris,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,Melissodes
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis capillaris,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Agapostemon,texanus,Agapostemon texanus
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis capillaris,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis capillaris,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,Melissodes
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,Crepis capillaris,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,ligatus,Halictus ligatus
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Centaurium,Centaurium erythraea,No Specimens Collected,,,,,,,No Specimens Collected
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla gracilis,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla gracilis,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Navarretia,Navarretia squarrosa,No Specimens Collected,,,,,,,No Specimens Collected
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,Hymenoptera,Anthophila,Colletidae,,,Hylaeus,nr. Rudbeckiae,Hylaeus nr. Rudbeckieae
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,Diptera,,,,,Wohlfahrtia,virgil,"Wohlfahrtia virgil (Walker, 1849)"
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,,,,,,,,
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,,,,,,,,
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS1,Hylaeus MS1
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS2,Hylaeus MS2
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,Anthemis cotula,No Specimens Collected,,,,,,,No Specimens Collected
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron decumbens,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,Melissodes
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium ciliatum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Dialictus)
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium ciliatum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum (Evylaeus)
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium densiflorum,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,Melissodes
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium densiflorum,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,Melissodes
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium densiflorum,Hymenoptera,Anthophila,Apidae,Apinae,Eucerini,Melissodes,,Melissodes
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium densiflorum,,,,,,,,
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Clarkia,Clarkia amoena,No Specimens Collected,,,,,,,No Specimens Collected
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha pulegium,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha pulegium,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS1,Hylaeus MS1
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,ligatus,Halictus ligatus
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Coleoptera,,Meloidae,"	Meloinae",,Epicauta,puncticollis,"Epicauta puncticollis Dejean, 1834"
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS2,Hylaeus MS2
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum perforatum,Hymenoptera,Anthophila,Colletidae,Hylaeinae,,Hylaeus,MS1,Hylaeus MS1
Ankeny Wildlife Refuge,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha pulegium,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,29-Jun-21,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia,Madia elegans,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
